,id,breed,label
8973,e146cabda18bbb2cb402dece1a7dd4ef,bernese_mountain_dog,11
2490,3e0acf21aed098d76ea82f554a2f992e,chesapeake_bay_retriever,28
9894,f8a95fd0eee5042ed2b93e6abd032baa,mexican_hairless,74
6290,9eb2557572aff149c5143e287799b48d,boxer,21
4935,7bee9b5f4b86a63cb4689f7f5ee13162,sealyham_terrier,98
3935,61c3e70be1930932e4d24135ea0881c7,clumber,31
6880,acd32654070ec86fa6d5fd2145327563,miniature_poodle,76
8024,c8c63044e46f67dc58bc676e99ac8a4d,chow,30
2384,3b3ab97d636033d061d1fa2e18118f20,leonberg,69
115,02c90d8109d9a48739b9887349d92b1f,airedale,3
1863,2de8d47770da0fb805ccf8461d062c54,boston_bull,19
10198,ff6f47aa8e181b6efa4d0be7b09b5628,golden_retriever,49
3119,4d11bd700573b78d223e9ff0ceb94f3a,english_foxhound,39
4258,6a2e04aaaa7dc4044b39262db289a12c,affenpinscher,0
8495,d54cbe5a12642bcbef0a24130b926342,chihuahua,29
902,160f87a50f4c3c80752872faa80e4699,cardigan,27
2819,455e4253e95f713ee4430e2491085214,mexican_hairless,74
3822,5e8badb21ba551d4952a53c3960820b4,otterhound,83
7441,baa740b07dfb86b187041dd39a2eef1b,boston_bull,19
7204,b48e1881fe48313231e5163b57bed9d9,redbone,89
9292,e95bd9ab625ad1c16b513a13a27c447d,beagle,9
4699,75f56fd5d5b7ca2303d46bcca675395b,old_english_sheepdog,82
9116,e520916265354a8ba4b27fb074795c6a,flat-coated_retriever,44
3802,5e165d56d2d030a998cab05375f7d5eb,basenji,7
6068,995b2cd115180d93f87a72f7b09715ce,sussex_spaniel,107
5810,92cd9b84d46f409747f172060b45200d,scottish_deerhound,97
3536,5811c9b5aa472c3596347c4467d9acd6,kelpie,63
3825,5eb497aad21ffdfe01e4b9d2c5a01bec,basset,8
6642,a6d7c6cc8162c58d6f75d6f46cd6e0d4,american_staffordshire_terrier,4
8834,dd68215c1ac5b073fc42202f229bc283,vizsla,112
8799,dcb46e9b28b12225c4897b86bea16dbe,chihuahua,29
4810,78af4bf2226313d0a098d8889620c19e,standard_schnauzer,106
1946,2febdc2d2ada6a4a8b5bcfddc36fe8ad,greater_swiss_mountain_dog,53
8913,df8895a945ab874f4a9cdd451aebc011,french_bulldog,45
7456,bb5b6572e6a673c36165fb4f9950f1a4,bluetick,15
5335,8636932d5c5f80c9c53e49a6676213af,afghan_hound,1
3488,56d8d2bdfa1fb0332a97afe002cca2c3,labrador_retriever,67
1610,27aef70dc8105fa9eae07bf969dc3e05,komondor,65
7793,c2f9dfaab06ef5f7c1a0336d01250854,malinois,72
7463,bb85276dbd61f284f520733f76e96b3b,soft-coated_wheaten_terrier,103
4677,753567eba07d2765269cc1f2a317ddb1,old_english_sheepdog,82
4959,7cc4145d8608774879a723873674b3e6,west_highland_white_terrier,116
5867,94134ebebe54ced088ef9f4d602018d3,australian_terrier,6
8957,e0ed88eecdd9e2bbe6317ce9f5eb0847,english_springer,41
4761,778e8a6cc368c6c5fce51d55ae57d6c6,irish_water_spaniel,58
2194,371c31284ee558e36c03ea3b7c3a0afa,miniature_pinscher,75
882,1574f04538521f284218dfbf2c8678ee,yorkshire_terrier,119
5701,8fbd1187590a9b65878e467e96705637,beagle,9
5113,8141c029e973ca29be09417267d1e50b,miniature_schnauzer,77
557,0dc3196b4213a2733d7f4bdcd41699d3,cocker_spaniel,32
9827,f750daa88a8129fd8af9e6b686698147,irish_water_spaniel,58
5139,81d3559cfe8ae808fb3cf8b223ffb999,cairn,26
1207,1decd112d5da8b3b93ebdca52c5d5299,malamute,71
7348,b82bc22d0ca3d81abafe53f12994d203,sussex_spaniel,107
7636,bf350ef1b1f2c61c5312bbc3d7896a98,weimaraner,114
1510,25573fa72e5b0052b27d7165a6da47e5,brabancon_griffon,22
7077,b1b4adaf22d7927653f4188725d6ce27,sussex_spaniel,107
3829,5ed432dc19e835ecacfbeea92c7cfc83,affenpinscher,0
3732,5cd231784d822f0e68721536c40a81d8,samoyed,94
8256,ce92370c283c12eb64271cdec81fc1d5,old_english_sheepdog,82
3211,4f87ec7e18f0fa4fcc1b100310fcfb92,black-and-tan_coonhound,12
3630,5a25f43e06fbe8a29d47efaf697eaf95,standard_schnauzer,106
1708,2a61908ee6937f3cc1472091829d1d22,collie,33
1845,2d81620b970a5204541c93be8b6a63a2,malinois,72
266,064dff92e5654a8679f8971a027a4040,sealyham_terrier,98
5985,970206514684e8482b46c6f1ee6c4b43,english_springer,41
1140,1c564272c2c290a83bf4a520359cfd5c,great_pyrenees,52
3162,4e16b1ec6375e02446cfdc10aec562e4,cocker_spaniel,32
6207,9c88de8027c36fc397daf2ca403e14ef,irish_setter,56
2046,3303feb629eef7ee44f6398c91745f73,australian_terrier,6
3730,5cccdd466a3a1430668f10ac14fab212,newfoundland,78
1909,2ef93eb821c740c6e9ac2b2e97f58445,bloodhound,14
7634,bf25cf910748150b47bbf727a0dd6ef7,airedale,3
2660,41cdeba050724182623609379b6cbcab,bloodhound,14
656,1006967db8c3d015cb0d272c4ae623a5,vizsla,112
6660,a745bd8479c64408093c2116a58e38f6,groenendael,54
1307,205d07a4d180e8fad81b27f02436571c,french_bulldog,45
8180,cc99de39a169a9aebaf34d4a514e266b,papillon,84
998,18a44f4dc15b555f67e0e9f1b7aa0613,tibetan_mastiff,108
7762,c24811c315db62982a49b87b1e95d6e4,otterhound,83
2834,45c8871a88b0779b7e7377668ebecf0e,german_short-haired_pointer,47
9783,f641553e92efc6824ca4b9cef837ba46,kuvasz,66
9384,eb64bbda1cedd44da3a37c65e4eacb9a,chow,30
5880,94620cc5c87cc1c630d9e76391d151c8,papillon,84
1237,1e998f09db4f87eebc1fd5cbafd4aca7,golden_retriever,49
2151,35a0bcee4ba829dfe6806e31a8337ed5,malamute,71
3835,5f11c3406c4778ed1f2284c6817fe9aa,wire-haired_fox_terrier,118
9910,f8e931fdc022ea586f2bcd50ca6de106,kelpie,63
7512,bc5ca8ccf9ff7861528ad80ae89aafa8,malinois,72
9564,eff315e6d8b855fc2166ab4fc2a192d5,saint_bernard,92
6578,a57766c60a23dedbc29ade3517cf544b,staffordshire_bullterrier,104
5091,80d9ee29c45074ccfc1b2a91a03f759d,miniature_schnauzer,77
2186,36c1add2344fd41b7a73e06b61727a64,otterhound,83
1134,1c2ddf30a98d15827d70761973678444,norwegian_elkhound,80
5004,7e73081216e6f2b94fc44db752a349b6,sussex_spaniel,107
6626,a6827689ba680fa5d3ce835f62ed1b04,irish_wolfhound,59
1303,204b3f0122be057881d4cc6794bf48a6,redbone,89
8651,d92166adb57cd563a2a9bc92be3ddec0,bluetick,15
1627,2843a45ff0f5fd8d5ce6d1b785663234,otterhound,83
8201,cd047489ca9d316cc15fe8b3c52d3090,english_foxhound,39
1522,259bc30c8e5754ff9a8459dd75eee994,brabancon_griffon,22
10028,fb888e2a6e2acca312352030cc8b24de,irish_terrier,57
358,0883e6cc994d9ba90592f400d502d838,bloodhound,14
138,0345638400c47bbd920474672562077e,scotch_terrier,96
299,073b9a44c4761fa0792943b61b9c812c,toy_poodle,110
1556,267bf54ebdb2f27c0686c9dbcdb87088,flat-coated_retriever,44
5099,80fc19d0a8dd3ef1cfabf0525efc3414,norwegian_elkhound,80
382,0943d1d4677ab876b52468096baaa2ce,english_foxhound,39
8493,d5367a9c81635759c63cddc526edf3ad,shih-tzu,100
7262,b5ef2df715af6077ea126ac35855670c,american_staffordshire_terrier,4
4857,79cfdadcf7d192139150d23f49041aa7,afghan_hound,1
3180,4e7dfb9439a140c2b4feeec1aa72d32b,irish_setter,56
1439,23eafc49b99c85a9cc8b21441b23402f,golden_retriever,49
7453,bb498a83a13172068481ab3513469efa,japanese_spaniel,61
5673,8efabc4160e30aaa54562478a9cca2c9,pomeranian,87
946,17193d29b9833d783133f4b13f12f513,english_foxhound,39
2390,3b6e352b98a028684231b26e0b1398f4,irish_terrier,57
5498,8ab20216cab9e31dc00d41cf65ac0db6,bull_mastiff,25
9784,f6430905d7328cb19856d0fe633f6493,ibizan_hound,55
9437,eccb17b497007b28217bda18db73cce1,french_bulldog,45
2721,430d1dd6454063f3dadadd8cd08821be,scottish_deerhound,97
1932,2fa7759ee1c0f54ab691f17fde66d56d,mexican_hairless,74
7753,c21dfca70ed4f6098881a2687c229f3d,doberman,38
3236,504627eeec47b4a2aa84245b1c783b07,bluetick,15
3140,4d8cd43e1715f949b13610cdea483501,cairn,26
4163,67876d755ce7081155a4a289559c548c,brittany_spaniel,24
9636,f28c40401e84e41f5aa4c60fea02a575,yorkshire_terrier,119
3807,5e2d989ab3b1526aadff69bd52350cf1,groenendael,54
9691,f3d517cae12f545fd445a0cfaf94b505,soft-coated_wheaten_terrier,103
7757,c228896e03be709a8950d9d839fbba31,entlebucher,42
9102,e4d8b52bd1e9f425f227da0ab7c0d7bd,basset,8
6781,aa5fb238f634ac164f021d17058c594c,pomeranian,87
7207,b49ec4188baa0d5dc7eebf45e7bb9ac1,welsh_springer_spaniel,115
4154,6765aa99206c49dd8a9890d773eb6bf2,cairn,26
4172,67d3ee1ea20447a87ac0d6bb502a74ed,bluetick,15
796,13c5a0d636619210b5ac003ee82aacf0,whippet,117
2416,3c2b54572a0d76921cc45568129274ec,rhodesian_ridgeback,90
7493,bbf96da4759da24dbd84cce870b0f9b1,japanese_spaniel,61
6139,9ac83c1117b6e08b1da506bece346e4c,shih-tzu,100
785,1381df385b4c5da43539ab48633bd9b5,shih-tzu,100
7384,b8e77ec7272a78a3340dab5513917a85,cardigan,27
6789,aa7c04434a8f718b639c4b73030349e2,miniature_poodle,76
3158,4e0eb4b31ed8711963c04e9ffcd2cdbe,whippet,117
123,02ef5f19db8cf4da62016a1067bdc548,welsh_springer_spaniel,115
9669,f375e6363bc21dcd3cb65637c7855e9c,silky_terrier,102
7251,b5b618aec816a9dd7d7b9588630fd4e3,tibetan_terrier,109
2172,365020fbc3a02a725b3a682ef6899673,great_dane,51
2169,36436176c0b88c0bdf1c91c5b642d2ff,malinois,72
7665,bff3b4988983b8dfc0376e010a68dd12,staffordshire_bullterrier,104
4009,63d1b332f937aa0de02a3d714c31fd8b,border_terrier,17
9503,ee2567e0e8424a216c45b34682a80472,great_pyrenees,52
4340,6c38ebf47534fcba5593729ce9036b91,walker_hound,113
910,164c3b823c400cea20ad0a3426e1eeea,chihuahua,29
6268,9e49dfded30a2e9401a149f72d9c7ca0,golden_retriever,49
8121,cb00be608d3c2559eb807386e3c84e1d,collie,33
2309,3992fe6af13ed5db7e478c6bf95f1fbc,clumber,31
9873,f831a464cc42602094575fbb18ff1143,kerry_blue_terrier,64
3634,5a533f3bae76091d6866fa60ba2ec9d4,affenpinscher,0
1257,1f249e94a204f4daf5946350cf116448,schipperke,95
6591,a5b9a138dcc77a871472e226604c7584,weimaraner,114
4458,6f3ffaa96d2f7c365d40f71dcbca6336,keeshond,62
6133,9aa1d1b17f8ddf539f968adea55120b8,leonberg,69
1178,1d6c30ffca8a109fa3ad47ec485d21d7,italian_greyhound,60
4652,745dd01e7a702cb72931a6daba32ad41,bluetick,15
6218,9cd270ddb9ada1f6457938f6844baed1,cairn,26
3650,5add2f9fdf959c5dd8e5b2b21128864d,sealyham_terrier,98
442,0a896d2b3af617df543787b571e439d8,leonberg,69
3415,54f801ce3b48bb48b6213d697ad22683,great_pyrenees,52
1399,228e7403fbfab41c7586de3afb83887b,lhasa,70
8911,df83ac04bc6a6891fe79d6e9b56c391b,vizsla,112
1457,244c30d8930d3a027b1fb22d4da52a85,beagle,9
9690,f3cf90e3a8a78d31850eca467122183a,standard_poodle,105
5744,911a822b55c0de0e85d8839ef61b329c,irish_water_spaniel,58
1054,1a232b490fde0c962aa1fd7f02175e19,bedlington_terrier,10
7091,b1fd800efb2e36febe4ac7df73b07038,sealyham_terrier,98
3275,515d4bc7bd9aac40d0de16b4bc345543,old_english_sheepdog,82
1463,245c53103d734d7e49df7a107c97ef54,rottweiler,91
3699,5c3e2e9b132c7297e6e0115a886b4fff,japanese_spaniel,61
3759,5d650621dec7afabcd6ab8bc8423073d,labrador_retriever,67
929,16cc38641158115b57a4610e40e5f6a9,miniature_poodle,76
5511,8b21290d463f620d940bbe1ac32aae95,irish_setter,56
6468,a2d67239a3ca734a0d30fecf7047e649,german_short-haired_pointer,47
8594,d7aaddb8f9b021acc82989d6f4144710,borzoi,18
1829,2d281959a02178bbcdeea424c8757b1d,saluki,93
2928,48657814f82606705874d94adb0905d9,pekinese,85
7250,b5b5058c122d5e340187b6d4ecd8e3b3,bernese_mountain_dog,11
6538,a4a6b8038f571b8399e916a1b08c41fc,black-and-tan_coonhound,12
4221,692e38e7a69583757cfdcecd6533b84a,samoyed,94
3546,582f0cf3443ce340ac67c39bde5a0e02,boxer,21
5598,8d628ba3a953baa57b98f46a18ae9f4b,chihuahua,29
9137,e58763e5a8e37bcede344260eb20f26d,walker_hound,113
7645,bf6cf509b2ee89fcc7f1b627ee1ed7e7,chihuahua,29
8337,d10f9ba331c5f66331a449463c06cd87,italian_greyhound,60
2011,31f6d961f3cd23bed7eb41149d2d95f4,scotch_terrier,96
913,166da5b561393f0dda932f562c39bc6b,scottish_deerhound,97
8429,d3c5a926ccc8dcbdc1a584a7acdecb61,airedale,3
7592,be4a591611ba024547744245db075c98,german_shepherd,46
3219,4fc6dc33892deedf927334b5b4154c8a,appenzeller,5
2606,40c3e0d2677f42bad549ed337dbb9d50,kuvasz,66
3264,511bfe35ff282294f6129c55bd6c33f6,malinois,72
4928,7bcc7002cf669cc8fa13c42fe1c9f48e,silky_terrier,102
8853,ddf85ff807c96d56f25b420fcaa121fe,saluki,93
6564,a53d7471bef882d869f898da801e4eab,great_pyrenees,52
8339,d1158535e2b0ee1db603ce2b12411f9f,bouvier_des_flandres,20
6,00290d3e1fdd27226ba27a8ce248ce85,bedlington_terrier,10
2980,49af83fd16a3b5364b1905b231a40f39,irish_water_spaniel,58
6583,a59959c6df2a2b9903d5c7bcfaa8f1e7,papillon,84
3361,5366788240f13bba024baa503b888cd5,sussex_spaniel,107
4774,77c6711d3cc1f298b9c4bad5332ad4a1,irish_terrier,57
1943,2fdb41ae313a153f50d7d8b48006b98d,german_shepherd,46
9248,e8489d90981775781ccff2f27f7f413a,english_springer,41
5499,8ab260e1bd12a31b64d2e197033bce20,english_springer,41
1635,287f86494e176daaa00b9a3b1b2e763d,old_english_sheepdog,82
1141,1c5cf83dbdb32e8bedb5e90d42f653b8,papillon,84
2041,32d033e45db00bb90ce1b53589116de4,cairn,26
6815,ab23707f7d469c51b198ef69e75c990e,blenheim_spaniel,13
6703,a81befb939cd1857c616da33034268bc,kuvasz,66
8168,cc3ad59842c48f70b1ca9b323e5f09d2,labrador_retriever,67
2070,33bfdc291f229759f2f93edd86125157,whippet,117
3134,4d770fc42e727251f98ae8e451c4a9dc,west_highland_white_terrier,116
5160,8282ea64f812be023f8ad901385d66ba,basset,8
6990,af3a495fd0f9f520ecf3be769a28a23b,australian_terrier,6
8111,caa1cc6ebf435bc9f43d8cf32d67d48f,leonberg,69
5275,84de398dd5408d91b133e2e95628120a,airedale,3
2242,37f606ad9055e319baa52d857a30dc89,basset,8
1474,249e2dbed176e59db563a97bbe91b251,chow,30
8826,dd28cda8dfc9a97642d3333722a520af,vizsla,112
1889,2e9be023f054bd4139ea30d699008be9,basenji,7
3435,556daede719158bd83c4b775844d9bcb,toy_terrier,111
7932,c64d89570426c2165226520c9041eb8d,borzoi,18
8043,c91b930254bb79924d90086f3353a8ab,brittany_spaniel,24
3705,5c5d99a4118647edcd81b8642df9922d,maltese_dog,73
2021,322ae8b57db468bdaee8f450e980cf8a,chihuahua,29
4020,6414f74e7f59cce0844799cf3bc4242b,rhodesian_ridgeback,90
9026,e2b39eb9cb8b34303cc3527f8f8df9d6,samoyed,94
8625,d8951830ecd4b5898a6484327dc6f294,papillon,84
3500,572a9b40705a86520caf1532fad43c17,papillon,84
2658,41c563d7e2951d0d04dd8c8cd4d50c33,pomeranian,87
8638,d8e4509a786dc5d844ebb20d45d66f05,dandie_dinmont,35
7201,b46db7fdd97b79ea62592e62cc695197,clumber,31
1130,1c20c716aea18bf3ae6240b2ba2e0f90,cardigan,27
5557,8c547b5df1aff986fa67f9efc97459b9,leonberg,69
9475,ed8bd115216fc760fd0ae45471791f7f,leonberg,69
1819,2cf1754ae1696b36d07bfe6f5b48c3a8,boxer,21
7875,c4fad81571f6010bcf6948738346ad16,papillon,84
7815,c37ce9e2e471477f053b69eb39fb5535,shetland_sheepdog,99
7064,b14cc2a47bd6d42a14b982c8da211aab,appenzeller,5
4318,6b90d24bc5ea1edcba2b496f990fdbd6,otterhound,83
9819,f71e0bbcb7b9d348986393612e1b6800,shih-tzu,100
4144,670ef01ee699aee16c762fe0a3fa23d0,walker_hound,113
4669,74f564868a7c4221d1bf0967c9797c7f,bull_mastiff,25
1236,1e95ba957cc6f8cf9094c952250cf24e,rhodesian_ridgeback,90
5476,8a2fb8dc69a446d004d113ad8bbd0366,sussex_spaniel,107
7129,b2e3a24c98822656f3db28f6591b2b14,rhodesian_ridgeback,90
10055,fc0d67099704bcf210316e6c31d2f28b,siberian_husky,101
1856,2db5c814202dff431a0f984ad9df7140,golden_retriever,49
2282,38df8edb78febdb8f23253238cce0ba9,siberian_husky,101
8885,decaf524b73836c58c7eb371cce2b980,golden_retriever,49
9527,eecab13ff6ae86429d808115d161d455,german_short-haired_pointer,47
4093,65d7aea77e53f9d7b0e33ca9653bc39c,afghan_hound,1
9003,e21bbd2082fe9e256d856c9482aaac8c,norwich_terrier,81
5200,834c4d710ee55585b89940b540fd9edb,english_springer,41
6401,a16f16b480a2147d0f7598d246a63406,groenendael,54
10149,fe081bb43a6b0902d7ae9cb560053bc1,leonberg,69
3421,55168e5cb057b6425ec04e70ccd76da1,boston_bull,19
9476,ed8fd9eef589a6fe4a0e74bf7ea77bd6,giant_schnauzer,48
386,0959e919604a931fc1ae379b7a75911a,irish_wolfhound,59
8736,db22ca12428ebe70eb4e176973ee3cbb,ibizan_hound,55
1628,2858f1f3828793a37f0728bfd66fc6f4,samoyed,94
3585,59299f7e10c91e2712d9d7acd9e80ce9,boston_bull,19
7742,c1eadd472eb3727e82e69fe3f0170f10,welsh_springer_spaniel,115
2714,42f76673fdeb73fe705963452fc19ab4,pug,88
9658,f316697874ee29b9ee1897979a58e90c,soft-coated_wheaten_terrier,103
8617,d8620b5e2fe5d187ac1cec20f14e25ff,saluki,93
9528,eecbc546943281453c0e598587ec674a,ibizan_hound,55
5659,8e94ccf10370e5d5d49972353ade1f2f,border_terrier,17
6856,ac225d146cd712799a4581aad3ac1267,lhasa,70
3189,4eb323c2a00db7220c1dbfb77e490ed8,pembroke,86
10189,ff2523c07da7a6cbeeb7c8f8dafed24f,norfolk_terrier,79
4305,6b5bc8cfaa94a5e025210255b099034c,leonberg,69
909,164a194e9bf8819523235879eb0c2698,weimaraner,114
5385,87e198d332493454d0c5645945050f8e,italian_greyhound,60
1996,3170c7b0f1c78955cfcc94c14182c174,maltese_dog,73
1866,2e007b1898639501474d2199a46d7c93,brittany_spaniel,24
1842,2d5f90898716876858ff1bf7f418d7d7,groenendael,54
2497,3e2f226678909037ed26abc9c2289af9,black-and-tan_coonhound,12
201,04b5834c3a969c6308ce157c547bb313,basenji,7
8452,d4430442fe5cda78d7e482714f7e5ca4,bluetick,15
8072,c9c0e4d197397dc8f210a397a063a42b,irish_water_spaniel,58
5054,7ff9004706a91d585b8ec5c70ed661f9,giant_schnauzer,48
5889,94a513cd73ba792bc888b644541121f0,wire-haired_fox_terrier,118
4006,63a23dacecac1bc1bdb3faf77291220a,eskimo_dog,43
10121,fd64b07c6c3249ae625564fc111adff6,malinois,72
2702,42aef46885c278f15ebef2b739cc2279,toy_terrier,111
3449,55d7b47125918892a35998297887ded3,kerry_blue_terrier,64
331,07f95d08b40f1402abdab79b1f834e4c,old_english_sheepdog,82
7460,bb724c8973031fa308fdfe81183c1ede,affenpinscher,0
9161,e62262c8f83d4803009619aeb1e8a45d,kelpie,63
8451,d43d6256b3af171cda8b432de000afb0,collie,33
7499,bc0672a9e4c3f516c2cfb164fa9ae579,appenzeller,5
2459,3d5466cf27a4355616e775c2638673e1,irish_water_spaniel,58
1774,2c1b06c76751d8b9f9ff943cd693cfca,norwegian_elkhound,80
6628,a694bb8740fe5042c5d1b1a19445a250,affenpinscher,0
7935,c66942afde3aebfbc462ec9466c946b1,irish_water_spaniel,58
8270,cf0b75d1f10ab79d91069820c99dc4fa,appenzeller,5
2686,4256019f31cf585155e3e5154e4cb017,irish_water_spaniel,58
9351,ea906db2c833f5140b009eabba209eaa,shetland_sheepdog,99
989,185617e5924c55cede9ecdb7a41c4707,curly-coated_retriever,34
9479,eda47249346bbb28d89a524e3ff0c66b,leonberg,69
10145,fde78cf59b95570111e6f851e06900cd,irish_setter,56
8298,cfbca2f86b0f5cac31ed9b41d9482661,dhole,36
6993,af465eb9b2371bb3639518f0daa8529e,border_terrier,17
8739,db2d64f588c6c0b2394dde9db440daae,miniature_poodle,76
5806,92a9243497a51e86ad3a842f829c1270,blenheim_spaniel,13
8926,e00130d97b9b4073e79e0aed53fedc3c,irish_terrier,57
8889,dee8384897c606a6301be26f1af90d67,ibizan_hound,55
6574,a56acb2a3904093efc2d935e2dd024a6,chow,30
3052,4b5e166a87fb01064c330b50c8678995,silky_terrier,102
8829,dd48373a8d9f30daf5f7b51a3beb1325,toy_terrier,111
5462,89e486c54ca7c2537abe3522142a3537,saint_bernard,92
173,041a54577da744348d4da8094e882cd9,flat-coated_retriever,44
4954,7c99ac02edad506dc5b03ce781f1db34,english_springer,41
4615,7357e516c31c862461b63e21e52213d1,pomeranian,87
3321,5282c6238561dc3136a8c8c6d5aaa496,giant_schnauzer,48
7382,b8e233e679db8a5e7bcdab32c3d891ec,italian_greyhound,60
6246,9de493aa10c4c94b2130bbabd57c6456,miniature_pinscher,75
6745,a914a6e12f40b6ff0945f84ae4b3d662,african_hunting_dog,2
3372,53c8a4e6d950161645f0bc33262fce10,beagle,9
6048,98c91e68395f3ecd645b5b21987a1a4e,standard_poodle,105
3311,5222f7a53b9a9f0c58f7013a7a74d386,cardigan,27
7746,c1fb8ad3d13c74f56571af4fbf5ac0b5,toy_terrier,111
7620,bedae99cee6a6dea3726f299e26e5ae4,appenzeller,5
7923,c60eb85ec2a2e4e90c8e6a0d7fc36436,standard_schnauzer,106
9584,f0779cbe759a82f4927f60e47c9f1c81,leonberg,69
10030,fb9ad84feb0f23f26247056b830f6e36,irish_setter,56
4551,71b9314a8d3d19ce383dba9e5f81da71,kelpie,63
4679,7539976d416b8f178310df9d03538c10,toy_poodle,110
3403,549b9df75ad46e33bddfae7628609319,irish_wolfhound,59
18,007ff9a78eba2aebb558afea3a51c469,lakeland_terrier,68
3691,5c10ef73c24f59a1d29fedc3db169124,border_collie,16
8846,ddcf9049e60ad86952d8298ee6ab7f58,golden_retriever,49
4096,65ed1dfcfc3e6b24ab18550b866c9369,airedale,3
3628,5a19a893e14e0afe00f7018abdaf9992,doberman,38
9059,e3a5ce3bc399b7b6c68a29a9cc5600d4,irish_water_spaniel,58
2174,36549cf287a833afff09821e55a923d8,boston_bull,19
1356,215e7f1b05b7f8ac72bd64618bd3d25e,american_staffordshire_terrier,4
5002,7e651e77387c1695c7480e7f6c78ae87,groenendael,54
7720,c142993056fbd776aace8217acc45267,australian_terrier,6
6922,adc3d70faa55039ac9fbc49ba68e758a,golden_retriever,49
5823,9316df7ef6098a60baf4223290765df2,malinois,72
9714,f471dbea5a623c425c8d14b885616ba0,bernese_mountain_dog,11
5670,8ef2c118289d0d5a142ae28651a46ab4,standard_schnauzer,106
3112,4cd97f1b809763416ec831c997dbff1c,dhole,36
182,0440e760e55c4d6bed536fbc0273801a,soft-coated_wheaten_terrier,103
3642,5a87755194bb447be51b84428548e6ec,sussex_spaniel,107
9054,e381b4aaa19c31ef6765ab0d0af205c9,tibetan_terrier,109
1812,2cc1f4d5ad3ba20ed20756531f78fa05,airedale,3
855,14cffe576239620f1733dfe487dbaa6f,tibetan_mastiff,108
8624,d891f61cd3b9c7e32a6a5ddbdc497744,staffordshire_bullterrier,104
4912,7b41d50bc430ac14df21f4e99e2e38cf,sussex_spaniel,107
5668,8ee7ec8ec21f4f1dd3374d496da41989,border_terrier,17
8730,daf771230632470aa69c9da7deb92a57,gordon_setter,50
1800,2c9a4288cd58143aebcf77c94fa0099d,dhole,36
9458,ed25d380c4d647930c2d9322c78a05ea,otterhound,83
2429,3c6a53595e1cd63e63fdc166e4223606,bouvier_des_flandres,20
5482,8a495c14b27b0b2da5bbfe03b2fe1a0f,irish_wolfhound,59
6761,a9afa61628fa4a149e8254778a682efe,french_bulldog,45
10058,fc2049d582b3444ed99af4a5c13b49e5,american_staffordshire_terrier,4
7845,c437bfb85769b34e46d50dafea7fd716,english_foxhound,39
1968,3089b705b3986ab9b5071ca7283ad9c9,standard_poodle,105
8520,d5db9bd4d022fc34ac15a27bd99b8e02,american_staffordshire_terrier,4
8346,d146f0cc0ce9bc0cb3514618affbd028,entlebucher,42
8042,c90f18795a295fddaa50312408b49d1c,cairn,26
8904,df46a6469c374b869375ef18a34bfe35,schipperke,95
7008,afb8f485dad4a02658dbc1ea57312ddc,welsh_springer_spaniel,115
4987,7db94bf9f2634ed4cb5b8f8212cbd0a7,toy_poodle,110
9972,fa5054c5187c7171c546bd6a46b8346f,maltese_dog,73
4650,7457e64fb9aa1cc085e95378b076ba23,old_english_sheepdog,82
1159,1ce3cf17de2be8876ade2790d6ee5282,english_springer,41
1213,1e0b723f0cfc7f729b4aa02743661714,papillon,84
7664,bfee9396063ff719130a3a61569325d5,staffordshire_bullterrier,104
1325,20bfa7dbc9f7b226f94f0addd0b4d141,border_collie,16
8523,d5f0de591ddb85ac62ae785fb3e316e9,whippet,117
7919,c5f7de37074cbb2b02e5fa4fc3185b83,pomeranian,87
4796,785148e9deb47c2888b8859d96681392,bloodhound,14
6796,aaa2f6f88d506cc598f33e8f682939de,afghan_hound,1
5808,92b51694f777ef7f2cf473fe4591d2a1,papillon,84
5943,96269bea463a7b189a636ef082c4e324,eskimo_dog,43
9490,edcf20f5ebcab09f0db88d0358b3ab56,australian_terrier,6
10084,fca2032135773108cb9811ab71d7f5c6,irish_setter,56
1455,243c8cae6ff9dbc1d40651bd2af23ac4,pug,88
5410,88831230c898c7e4c56ce73ed285c9c3,tibetan_terrier,109
9563,efeeefcc693ae837060c1c103195c4a6,silky_terrier,102
8610,d83c437073ab4eaa53b733a1c1615131,norwich_terrier,81
4962,7cd55fe61c967313bfca8ead6bb94580,bull_mastiff,25
2800,44b4684cac2f73ba81b6ed86e45244ad,saint_bernard,92
1644,28b0c66727c333afe43cb7c6006cd3a0,newfoundland,78
2140,354d0d202926549c7932f012ac752a4a,afghan_hound,1
4536,71419c1fd0673846c84a445cef0baa9f,japanese_spaniel,61
4457,6f3f29c37500a418da5f974dd9563006,kelpie,63
9928,f988271af1ca0e21b76b8cb318bcf4b3,border_collie,16
5586,8d19b5c9f212ccbc4df8546c7a572919,affenpinscher,0
4378,6d3d71bbfff198971e5dfdc16cbfc311,irish_wolfhound,59
729,11f968569f31c60b73a6d50b907f800f,yorkshire_terrier,119
4357,6ca3ac32ec54672fe596b4835d546410,west_highland_white_terrier,116
8097,ca5157b5031f9f164fb35284c7fbfca4,leonberg,69
6716,a8933b557e35f2ee5405febf10fa0e30,flat-coated_retriever,44
1936,2fbee06d34d96db9d521eae6b4765a8f,silky_terrier,102
3793,5df13b67af71646e0108691f56d7ca6b,pekinese,85
3736,5ce07409cb3d26630c2399bd36f4e20b,irish_terrier,57
2261,386c9ef54712d0218980b38219378ac4,great_pyrenees,52
